,gene function,organism,nador_2_counts,phylum,class,order,family,oualidia_2_counts,oualidia_1_counts,nador_1_counts
22424,phosphoglycerate kinase,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22446,phosphoribosylaminoimidazole-succinocarboxamide synthase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22482,polysaccharide biosynthesis protein,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22501,predicted dioxygenase of extradiol dioxygenase family protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22525,probable delta-1-pyrroline-5-carboxylate dehydrogenase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22532,probable ribonucleoside-diphosphate reductase large chain,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22594,pseudouridylate synthase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22598,purine phosphorylase family 1,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22614,putative DNA polymerase I,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22618,putative Myo-inositol 2-dehydrogenase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22640,putative aminotransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22662,putative helicase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22677,putative methyltransferase,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22680,putative outer membrane protein probably involved in nutrient binding,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22707,putative riboflavin kinase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22712,putative short-chain dehydrogenase/reductase,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
22723,putative transmembrane rod-shape determining protein,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22778,riboflavin biosynthesis protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,5.0,
22788,ribonuclease Z,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22843,ribulokinase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22940,sodium/glucose cotransporter,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22942,sodium/hydrogen exchange,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
22997,tRNA (guanine-N(1)-)-methyltransferase,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23003,tRNA (ms[2,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23009,tRNA nucleotidyltransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23011,tRNA pseudouridine synthase B,Flavobacterium psychrophilum JIP02/86,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
23024,tetraacyldisaccharide 4''-kinase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
23047,thioredoxin reductase,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,4.0,
23059,threonyl-tRNA synthetase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,5.0,
23061,thrombospondin type 3 repeat family protein/Calx-beta domain-containing protein,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,2.0,
23076,transcription elongation factor NusA,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23088,transcriptional regulato,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23129,tryptophan,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23156,two-component system sensor histidine kinase/response regulator,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,1.0,
23315,4-hydroxythreonine-4-phosphate dehydrogenase,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23323,5-formyltetrahydrofolate cyclo-ligase,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23429,ATP-dependent DNA helicase PcrA,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.65
23457,Acyl-(acyl carrier protein)-like protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23560,DNA polymerase IV,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23567,DNA replication and repair protein RecF,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23568,DNA replication factor Y,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.64
23574,DNA-3-methyladenine glycosylase i,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23627,Fur family transcriptional regulator protein,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.64
23652,GTP-binding protein TypA/BipA,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23687,Integras,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23708,Mannosyl-glycoproteinendo-beta-N-acetylglucosami dase,Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23737,N-acetylneuraminic acid synthase domain-containing protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23750,NAD(P)H dehydrogenase (quinone),Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23766,NADH-ubiquinone oxidoreductase chain L,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,2.62
23786,O2-independent coproporphyrinogen III oxidase,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23869,Sec-independent protein translocase protein Tat,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23897,TonB-dependent receptor,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23905,UDP-3-O-[3-hydroxymyristoyl,Capnocytophaga sputigena ATCC 33612,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23932,UDP-N-acetylmuramoylalanyl-D-glutamyl-,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
23984,acyltransferase 3,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24001,aerotolerance-related protein BatC,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24089,arsenical-resistance protein,Flavobacterium johnsoniae UW101,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24092,asparaginase,Polaribacter sp. MED152,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24109,bacteriocin ABC transporte,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24144,branched-chain-amino-acid transaminase,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24248,cystathionine beta-synthase,Capnocytophaga gingivalis ATCC 33624,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24261,cytidine deaminase,Gramella forsetii KT0803,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24327,dihydroorotase,Capnocytophaga ochracea F0287,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24427,fumarylacetoacetase,Maribacter sp. HTCC2170,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24483,glycerol kinase,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24523,haloacid dehalogenase-like hydrolase,Leeuwenhoekiella blandensis MED217,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.43
24552,hydrocarbon oxigenase protein,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,4.89
24727,methyltransferas,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24881,phospho-N-acetylmuramoyl-pentapeptide- transferase,Polaribacter irgensii 23-P,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24949,polyphosphate kinase,Robiginitalea biformata HTCC2501,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24961,porphobilinogen synthase,Riemerella anatipestifer DSM 15868,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
24971,possible membrane-associated lipoprotein precurser,Chryseobacterium gleum ATCC 35910,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25045,putative AsnC-family transcriptional regulator,Dokdonia donghaensis MED134,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25080,putative biopolymer transport protein,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25134,putative tRNA:rRNA methyltransferase,Croceibacter atlanticus HTCC2559,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,3.37
25137,putative toxin,Psychroflexus torquis ATCC 700755,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25253,secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domai,Kordia algicida OT-1,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,1.56
25361,sulfate transporter family protein,Flavobacteriaceae bacterium 3519-10,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25392,tRNA/rRNA methyltransferase (SpoU),Capnocytophaga ochracea DSM 7271,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
25454,transmembrane rhomboid family protein,Zunongwangia profunda SM-A87,,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,0.0
