function,nador_lagoon_1,nador_lagoon_2,oualidia_lagoon_1,oualidia_lagoon_2
"Phenylacetic acid degradation protein PaaE, ketothiolase",51,53,12,10
"Phenylacetic acid degradation protein PaaN, ring-opening aldehyde dehydrogenase (EC 1.2.1.3)",116,93,42,42
"Phenylacetic acid degradation protein PaaN2, ring-opening aldehyde dehydrogenase (EC 1.2.1.3)",2,2,0,0
Phenylacetic acid degradation protein PaaY,10,9,3,3
Phenylalanine-4-hydroxylase (EC 1.14.16.1),43,34,8,6
Phenylalanine-4-hydroxylase (EC 1.14.16.1) - Long,24,26,3,3
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20),542,500,160,138
"Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20), mitochondrial",0,0,4,2
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20),900,816,303,272
"Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit",132,121,14,17
Pheophorbide a oxygenase (EC 1.14.-.-),38,31,0,0
Pheromone response surface protein PrgC,1,2,3,0
PhnB protein,0,0,1,2
PhnG protein,9,13,1,1
PhnH protein,13,20,0,0
PhnI protein,63,62,2,2
PhnJ protein,46,33,0,0
PhoQ,3,3,1,2
Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem,1,1,0,0
"Phosphatase, Ppx/GppA family",8,5,0,0
"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",646,622,140,145
Phosphate acetyltransferase (EC 2.3.1.8),29,21,26,24
"Phosphate acetyltransferase (EC 2.3.1.8), ethanolamine utilization-specific",1,1,0,0
Phosphate butyryltransferase (EC 2.3.1.19),81,74,23,22
Phosphate regulon metal ion transporter containing CBS domains,0,1,0,0
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3),158,178,63,57
Phosphate regulon transcriptional regulatory protein PhoB (SphR),292,273,80,68
Phosphate starvation-inducible ATPase PhoH with RNA binding motif,87,80,39,46
Phosphate starvation-inducible protein PhoH,67,61,23,32
"Phosphate starvation-inducible protein PhoH, predicted ATPase",451,448,128,125
Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1),324,295,116,110
Phosphate transport regulator (distant homolog of PhoU),10,11,4,2
Phosphate transport system permease protein PstA (TC 3.A.1.7.1),213,206,87,83
Phosphate transport system permease protein PstC (TC 3.A.1.7.1),317,288,125,105
Phosphate transport system regulatory protein PhoU,142,117,58,46
Phosphate:acyl-ACP acyltransferase PlsX,250,247,67,53
Phosphatidate cytidylyltransferase (EC 2.7.7.41),164,131,28,22
Phosphatidylcholine synthase (EC 2.7.8.24),15,23,10,7
Phosphatidylglycerophosphatase A (EC 3.1.3.27),72,74,21,22
Phosphatidylglycerophosphatase B (EC 3.1.3.27),1,2,1,1
Phosphatidylserine decarboxylase (EC 4.1.1.65),90,81,20,18
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13),412,379,128,123
Phosphoacetylglucosamine mutase (EC 5.4.2.3),0,0,1,2
Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8),65,57,8,9
"Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated",89,79,30,29
"Phosphocarrier protein, nitrogen regulation associated",6,10,5,5
Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),359,310,91,84
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32),34,36,48,51
Phosphoenolpyruvate carboxylase (EC 4.1.1.31),565,513,67,62
Phosphoenolpyruvate phosphomutase (EC 5.4.2.9),12,9,9,10
Phosphoenolpyruvate synthase (EC 2.7.9.2),84,80,73,68
"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL",5,5,4,3
"Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK",21,17,6,4
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9),79,65,46,38
"Phosphoesterase, DHH family protein",11,7,3,2
Phosphoethanolamine transferase EptA specific for the 1 phosphate group of core-lipid A,2,2,0,0
Phosphoglucomutase (EC 5.4.2.2),178,159,56,60
Phosphogluconate dehydratase (EC 4.2.1.12),174,156,49,45
Phosphoglucosamine mutase (EC 5.4.2.10),542,506,182,160
Phosphoglycerate kinase (EC 2.7.2.3),578,525,176,177
Phosphoglycerate mutase (EC 5.4.2.1),156,149,68,68
Phosphoglycerate transport system transcriptional regulatory protein PgtA,0,0,1,1
Phosphoglycerate transporter protein PgtP,2,0,0,0
Phosphoglycerol transferase I (EC 2.7.8.20),7,12,3,3
Phosphoglyceromutase,0,0,1,1
Phosphoglycolate phosphatase (EC 3.1.3.18),109,106,31,30
"Phosphoglycolate phosphatase, archaeal type (EC 3.1.3.18)",0,1,0,0
Phosphoheptose isomerase (EC 5.3.1.-),31,24,15,14
Phosphoheptose isomerase 1 (EC 5.3.1.-),49,42,11,11
Phosphoheptose isomerase 2 (EC 5.3.1.-),2,2,0,1
Phosphohistidine phosphatase SixA,31,16,5,5
"Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)",5,3,4,4
Phospholipase/carboxylesterase family protein (EC 3.1.-.-),81,82,16,15
"Phospholipase/carboxylesterase family protein, sll1284 homolog",27,19,0,0
Phospholipid-lipopolysaccharide ABC transporter,95,83,12,11
Phosphomannomutase (EC 5.4.2.8),424,398,200,168
Phosphomethylpyrimidine kinase (EC 2.7.4.7),79,82,49,42
Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1),85,79,12,14
Phosphonate ABC transporter permease protein phnE (TC 3.A.1.9.1),88,63,1,1
Phosphonate ABC transporter permease protein phnE1 (TC 3.A.1.9.1),73,74,6,2
Phosphonate ABC transporter permease protein phnE2 (TC 3.A.1.9.1),83,68,8,8
Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1),93,90,19,14
Phosphonates transport ATP-binding protein PhnK,45,41,5,3
Phosphonates transport ATP-binding protein PhnL,34,33,2,2
Phosphonoacetaldehyde hydrolase (EC 3.11.1.1),1,3,0,0
Phosphonoacetate hydrolase (EC 3.11.1.2),22,15,0,0
Phosphonoalanine aminotransferase,1,1,0,0
Phosphonopyruvate decarboxylase (EC 4.1.1.82),7,7,1,1
Phosphonopyruvate hydrolase (EC 3.11.1.3),0,0,1,1
Phosphopantetheine adenylyltransferase (EC 2.7.7.3),203,202,43,43
"Phosphopantothenate synthetase, archaeal",1,0,0,0
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36),218,206,61,56
Phosphopantothenoylcysteine synthetase (EC 6.3.2.5),173,152,50,45
Phosphopentomutase (EC 5.4.2.7),60,64,17,17
Phosphoprotein phosphatase PppA,3,1,1,1
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19),179,158,53,49
Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),58,54,32,27
Phosphoribosylamine--glycine ligase (EC 6.3.4.13),499,458,190,175
Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21),308,282,92,86
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21),182,183,63,64
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),410,352,154,132
Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),621,546,204,173
Phosphoribosylaminoimidazolecarboxamide formyltransferase [alternate form],3,2,0,0
Phosphoribosylanthranilate isomerase (EC 5.3.1.24),139,115,25,21
Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16),221,211,59,66
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1),410,362,130,110
"Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)",65,57,8,9
"Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",699,656,218,208
"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)",565,500,237,206
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2),152,155,43,44
Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-),96,87,47,48
Phosphoribulokinase (EC 2.7.1.19),37,30,13,12
Phosphoserine aminotransferase (EC 2.6.1.52),338,304,132,111
Phosphoserine phosphatase (EC 3.1.3.3),106,108,54,61
Phosphosulfolactate synthase (EC 4.4.1.19),8,7,4,4
Photolyase/blue-light receptor,0,1,0,0
Photosynthetic reaction center H subunit,59,61,8,12
Photosynthetic reaction center L subunit,57,59,12,14
Photosynthetic reaction center M subunit,56,43,4,3
Photosynthetic reaction center cytochrome c subunit,59,49,8,7
Photosystem II 10 kDa phosphoprotein (PsbH),12,19,2,1
Photosystem II 12 kDa extrinsic protein (PsbU),16,13,0,1
Photosystem II 13 kDa protein Psb28 (PsbW),27,18,11,10
Photosystem II CP43 protein (PsbC),75,64,33,28
Photosystem II CP47 protein (PsbB),94,78,93,87
Photosystem II manganese-stabilizing protein (PsbO),32,28,0,0
Photosystem II oxygen evolving complex protein PsbP,24,20,0,0
Photosystem II protein Psb27,15,13,0,0
Photosystem II protein PsbI,8,8,0,0
Photosystem II protein PsbJ,6,4,1,1
Photosystem II protein PsbK,12,13,2,0
Photosystem II protein PsbL,11,12,5,3
Photosystem II protein PsbM,6,5,0,0
Photosystem II protein PsbN,9,10,3,1
Photosystem II protein PsbT,4,1,3,2
"Photosystem II protein PsbV, cytochrome c550",40,33,17,19
Photosystem II protein PsbX,7,8,0,0
Photosystem II protein PsbY,8,9,0,0
Photosystem II protein PsbZ,10,9,1,1
Photosystem II stability/assembly factor HCF136/Ycf48,29,28,0,1
Phycobilisome core component,19,19,0,0
Phycobilisome core-membrane linker polypeptide,64,64,0,0
Phycobilisome phycoerythrin-associated linker polypeptide,155,136,0,0
"Phycobilisome rod linker polypeptide, phycocyanin-associated",18,19,1,1
"Phycobilisome rod-core linker polypeptide, phycocyanin-associated",52,46,0,0
Phycobilisome small core linker polypeptide,16,8,0,0
Phycocyanin alpha chain,22,15,1,1
Phycocyanin alpha phycocyanobilin lyase related protein NblB,14,14,0,0
Phycocyanin beta chain,20,21,0,0
Phycocyanobilin lyase alpha subunit,21,19,0,0
Phycocyanobilin lyase beta subunit,19,11,0,0
Phycocyanobilin:ferredoxin oxidoreductase PcyA (EC 1.3.7.5),28,29,1,1
Phycoerythrin alpha chain,72,52,0,0
Phycoerythrin beta chain,48,35,0,0
Phycoerythrin gamma chain linker polypeptide,26,22,0,0
Phycoerythrin linker protein CpeS homolog,79,74,0,0
Phycoerythrobilin:ferredoxin oxidoreductase PebB (EC 1.3.7.3),55,45,0,0
"Phytochelatin synthase (EC 2.3.2.15), eukaryotic type",0,0,1,1
"Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)",5,3,8,8
Phytoene dehydrogenase (EC 1.14.99.-),473,448,128,121
Phytoene dehydrogenase and related proteins,62,47,28,22
Phytoene desaturase (EC 1.14.99.-),4,6,1,2
"Phytoene desaturase, neurosporene or lycopene producing (EC 1.3.-.-)",51,56,15,10
"Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)",105,86,7,7
Phytoene synthase (EC 2.5.1.32),255,245,62,55
Phytoene/squalene synthetase-like protein,19,20,2,2
"Plant-induced nitrilase (EC 3.5.5.1), hydrolyses beta-cyano-L-alanine",1,2,1,0
"Plant-inducible protein PinF2, cytochrome P450-like, contributes to virulence",53,49,0,0
Plasmid partitioning protein ParA,32,30,0,0
Plasmid replication protein RepA,6,6,14,12
Plasmid replication protein RepB,0,0,1,3
"PlcB, ORFX, ORFP, ORFB, ORFA, ldh gene",37,41,6,5
"Pleiotropic negative regulator for morphological and physiological development in Streptomyces, BldD",1,0,0,0
Pole remodelling regulatory diguanylate cyclase,6,2,9,10
Poly [ADP-ribose] polymerase-1 (EC 2.4.2.30),0,0,4,3
Poly(3-hydroxyalkanoate) depolymerase,0,0,0,1
Poly(A) polymerase (EC 2.7.7.19),55,48,28,27
Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52),1,1,1,0
Poly-gamma-glutamate synthase subunit PgsA/CapA (EC 6.3.2.-),0,0,2,2
Poly-gamma-glutamate synthase subunit PgsB/CapB (EC 6.3.2.-),1,1,4,4
Polyferredoxin NapH (periplasmic nitrate reductase),1,0,2,1
Polygalacturonase (EC 3.2.1.15),3,1,7,7
Polyhydroxyalkanoate granule-associated protein PhaF,0,2,1,0
Polyhydroxyalkanoic acid synthase,95,90,23,23
"Polymyxin resistance protein ArnA_DH, UDP-glucuronic acid decarboxylase (EC 4.1.1.-)",2,2,1,0
"Polymyxin resistance protein ArnA_FT, UDP-4-amino-4-deoxy-L-arabinose formylase (EC 2.1.2.-)",1,2,1,0
"Polymyxin resistance protein ArnC, glycosyl transferase (EC 2.4.-.-)",6,6,3,3
"Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase",8,10,3,5
"Polymyxin resistance protein PmrJ, predicted deacetylase",0,0,2,0
Polyphosphate glucokinase (EC 2.7.1.63),17,17,9,11
Polyphosphate kinase (EC 2.7.4.1),549,499,202,172
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8),1131,1078,396,365
Polysaccharide deacetylase,103,105,23,25
"Polysaccharide deacetylase, caspase activity",1,1,0,0
Polysaccharide export lipoprotein Wza,0,0,1,1
"Polysialic acid capsule sugar isomerase, KpsF/GutQ family",2,4,0,0
Polysialic acid transport protein KpsM,5,4,1,1
Polysulfide binding and transferase domain,0,0,3,2
Polysulfide binding protein,3,2,1,0
"Polysulfide reductase, subunit A, putative",2,0,0,0
Porphobilinogen deaminase (EC 2.5.1.61),301,301,50,46
Porphobilinogen synthase (EC 4.2.1.24),395,379,109,81
Portal protein,8,9,4,2
Portal protein [Bacteriophage A118],1,1,0,0
Positive regulator of CheA protein activity (CheW),1,2,5,4
Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme,1,0,0,0
Positive regulator of phenol hydroxylase,1,0,1,0
Possible 3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-),1,0,0,1
Possible GPH family transporter (TC 2.A.2) for arabinosides,9,8,1,1
"Possible alpha-xyloside ABC transporter, substrate-binding component",1,1,0,0
"Possible alpha/beta hydrolase superfamily, sll1129 homolog",17,17,2,1
"Possible alpha/beta hydrolase superfamily, slr1235 homolog",34,26,0,1
"Possible alpha/beta hydrolase superfamily, slr1827 homolog",26,26,0,0
"Possible alpha/beta hydrolase superfamily, slr1916 homolog",8,6,0,0
"Possible alpha/beta hydrolase superfamily, slr1917 homolog",24,23,2,1
"Possible alpha/beta hydrolase superfamily, tll2163 homolog",3,2,0,0
Possible alternative L-fucose mutarotase,4,6,0,0
Possible divergent polysaccharide deacetylase,3,3,2,1
"Possible fucose ABC transporter, ATP-binding component",0,1,0,0
"Possible fucose ABC transporter, permease component",1,1,1,0
Possible hypoxanthine oxidase XdhD (EC 1.-.-.-),39,37,2,2
Possible malonate-semialdehyde dehydrogenase in pyrimidine catabolism,3,3,4,3
Possible potassium-efflux system protein,0,0,8,11
Possible pterin-4 alpha-carbinolamine dehydratase-like protein,7,7,0,0
Possible pyrimidine-degrading protein DUF1688,2,1,0,0
Possible sterol desaturase,85,83,24,22
Possible subunit variant of phosphoribosylaminoimidazolecarboxamide formyltransferase [alternate form],0,1,0,0
Potassium channel protein,42,47,17,15
Potassium efflux system KefA,98,91,42,31
Potassium efflux system KefA protein,91,84,19,17
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel,133,118,39,34
Potassium uptake protein TrkH,447,431,103,97
"Potassium uptake protein, integral membrane component, KtrA",29,29,21,14
"Potassium uptake protein, integral membrane component, KtrB",84,78,24,21
"Potassium uptake protein, integral membrane component, KtrD",1,1,0,0
Potassium voltage-gated channel subfamily KQT,108,94,30,27
Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1),0,0,0,1
"PpaA, heme-binding SCHIC domain sensory protein, regulator for photosystem formation",0,1,1,1
PqqC-like protein,3,2,7,7
Pre-mRNA splicing factor PRP1,2,2,7,8
Pre-mRNA splicing factor PRP8,6,7,42,49
Precorrin-2 oxidase (EC 1.3.1.76),19,16,10,16
Precorrin-6A synthase (EC 2.1.1.152),19,12,1,1
"Predicted 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase",12,17,9,4
Predicted ATPase related to phosphate starvation-inducible protein PhoH,125,105,61,59
"Predicted ATPase with chaperone activity, associated with Flp pilus assembly",1,1,2,2
"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing",5,3,10,9
Predicted D-mannonate epimerase,1,1,2,1
Predicted D-tagaturonate epimerase,7,5,1,0
Predicted Fructose-bisphosphate aldolase (EC 4.1.2.13) in Geobacter,2,4,0,0
"Predicted L-arabinose ABC transport system, periplasmic arabinose-binding protein",0,0,0,1
"Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE",2,0,7,9
"Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF",5,3,12,14
"Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG",2,2,0,0
"Predicted L-rhamnose ABC transporter, ATP-binding component",21,17,22,24
"Predicted L-rhamnose ABC transporter, substrate-binding component",18,14,6,5
"Predicted L-rhamnose ABC transporter, transmembrane component 1",6,8,3,1
"Predicted L-rhamnose ABC transporter, transmembrane component 2",5,5,2,1
Predicted L-rhamnose isomerase RhaI (EC 5.3.1.14),19,17,53,43
"Predicted Lactate-responsive regulator, IclR family",0,0,1,1
"Predicted Lactate-responsive regulator, LysR family",1,1,0,0
"Predicted N-acetylgalactosamine kinase, ROK-type (EC 2.7.1.157)",5,3,0,0
Predicted NAD regulator in Alphaproteobacteria,1,0,1,0
Predicted P-loop ATPase fused to an acetyltransferase COG1444,2,2,6,6
Predicted RNA-binding protein COG1491,0,0,1,1
Predicted alpha-L-rhamnosidase,5,5,3,3
Predicted amidohydrolase RutB in novel pyrimidine catabolism pathway,0,0,1,1
Predicted beta-glucoside specific TonB-dependent outer membrane receptor,23,20,9,9
"Predicted beta-glucoside transporter, GPH family",5,3,0,0
"Predicted beta-glucoside-regulated ABC transport system, permease component 1, COG1175",0,0,1,0
"Predicted beta-glucoside-regulated ABC transport system, permease component 2, COG0395",2,0,0,0
"Predicted beta-glucoside-regulated ABC transport system, sugar binding component, COG1653",0,1,1,1
Predicted cell-wall-anchored protein SasA (LPXTG motif),8,6,16,13
"Predicted chitobiose ABC transport system II, permease protein 1",0,0,0,1
Predicted cobalt transporter CbtA,1,0,0,0
Predicted cobalt transporter CbtC,2,2,0,0
Predicted cobalt transporter in sulfate-reducing delta-proteobacteria,2,2,3,3
Predicted endonuclease distantly related to archaeal Holliday junction resolvase,1,3,1,0
"Predicted erythritol ABC transporter 1, ATP-binding component 1",2,2,1,1
"Predicted erythritol ABC transporter 1, ATP-binding component 2",1,1,0,0
"Predicted erythritol ABC transporter 1, permease component 1",4,5,1,1
"Predicted erythritol ABC transporter 1, permease component 2",4,5,2,2
"Predicted erythritol ABC transporter 1, substrate-binding component",7,7,1,1
"Predicted erythritol ABC transporter 2, ATP-binding component",0,0,1,0
"Predicted erythritol ABC transporter 2, permease component",1,0,0,0
Predicted functional analog of homoserine kinase (EC 2.7.1.-),4,2,2,2
"Predicted gluconate TRAP family transporter, DctM subunit",14,14,2,2
"Predicted gluconate TRAP family transporter, DctP subunit",1,1,0,0
Predicted glucose transporter in beta-glucoside utilization gene cluster,3,2,3,2
Predicted glucose transporter in maltodextrin utilization gene cluster,1,0,2,1
"Predicted glycerol-1-phosphate dehydrogenase, arabinose operon",1,1,0,0
"Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type",12,13,6,5
"Predicted glycosylase, COG2152",1,0,0,0
"Predicted hydrolase of the metallo-beta-lactamase superfamily, clustered with KDO2-Lipid A biosynthesis genes",1,1,2,3
"Predicted iron-dependent peroxidase, Dyp-type family",1,2,2,1
Predicted lactaldehyde dehydrogenase (EC 1.2.1.22),29,25,24,30
Predicted maltose transporter MalT,62,55,15,7
Predicted maltose-specific TonB-dependent receptor,4,4,0,0
"Predicted manganese transporter, 11 TMS",19,16,2,3
Predicted mannitol permease,0,0,2,1
"Predicted mannose transporter, GGP family",9,7,3,3
Predicted monooxygenase RutA in novel pyrimidine catabolism pathway,9,7,1,1
"Predicted nucleoside ABC transporter, ATP-binding component",92,97,5,4
"Predicted nucleoside ABC transporter, permease 1 component",82,81,5,5
"Predicted nucleoside ABC transporter, permease 2 component",60,57,2,2
"Predicted nucleoside ABC transporter, substrate-binding component",58,47,11,10
"Predicted oxidoreductase, Fe-S subunit",0,0,1,0
Predicted reductase RutE in novel pyrimidine catabolism pathway,7,2,2,2
"Predicted regulator PutR for proline utilization, GntR family",2,2,0,0
"Predicted regulator of methionine metabolism, ArsR family",1,1,0,0
Predicted rhamnogalacturonan lyase in rhamnose utilization cluster,2,1,7,6
"Predicted rhamnose oligosaccharide ABC transport system, permease component",0,0,6,8
"Predicted rhamnose oligosaccharide ABC transport system, permease component 2",0,0,0,1
"Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component",3,2,0,2
Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19),39,38,38,30
Predicted secretion system W protein GspE-like,1,1,0,0
Predicted secretion system X protein GspE-like,0,0,0,1
Predicted secretion system X translation initiation factor,0,0,2,0
Predicted sialic acid transporter,16,13,5,4
Predicted signal transduction protein,1,0,3,4
Predicted signal-transduction protein containing cAMP-binding and CBS domains,9,8,18,16
Predicted sodium-dependent mannose transporter,12,9,1,1
"Predicted sucrose permease, MFS family, FucP subfamily",2,3,5,3
