level1	level2	level3	function	nador_lagoon_1	nador_lagoon_2	oualidia_lagoon_1	oualidia_lagoon_2
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	MexE-MexF-OprN_Multidrug_Efflux_System	Multidrug efflux transporter MexF	16	17	9	8
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Copper_homeostasis	Multidrug resistance transporter, Bcr/CflA family	6	1	1	1
Cell Wall and Capsule	NULL	Peptidoglycan_Biosynthesis	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	609	575	170	159
Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Multiple_Antibiotic_Resistance_MAR_locus	Multiple antibiotic resistance protein MarC	0	1	0	0
Carbohydrates	Sugar alcohols	Mannitol_Utilization	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	144	146	19	19
Carbohydrates	Di- and oligosaccharides	Maltose_and_Maltodextrin_Utilization	Multiple sugar ABC transporter, ATP-binding protein	59	48	7	9
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Multiple sugar ABC transporter, membrane-spanning permease protein MsmF	28	28	5	5
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Multiple sugar ABC transporter, membrane-spanning permease protein MsmG	1	0	0	1
Carbohydrates	Di- and oligosaccharides	Fructooligosaccharides(FOS)_and_Raffinose_Utilization	Multiple sugar ABC transporter, substrate-binding protein	21	29	0	0
Cell Wall and Capsule	NULL	Murein_Hydrolases	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	87	60	13	10
Miscellaneous	Plant-Prokaryote DOE project	COG0451	Murein endopeptidase	25	20	2	2
Cell Wall and Capsule	NULL	Peptidoglycan_Biosynthesis	Murein-DD-endopeptidase (EC 3.4.99.-)	4	5	3	3
DNA Metabolism	DNA repair	DNA_repair,_bacterial_MutL-MutS_system	MutS-related protein, family 1	5	6	2	1
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	Mutator mutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)	16	18	12	12
Stress Response	Oxidative stress	Glutathione_analogs:_mycothiol	Mycothiol S-conjugate amidase Mca	3	4	0	0
Carbohydrates	Sugar alcohols	Inositol_catabolism	Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	201	180	61	54
Carbohydrates	Sugar alcohols	Inositol_catabolism	Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)	40	38	4	3
Carbohydrates	Sugar alcohols	Inositol_catabolism	Myo-inositol 2-dehydrogenase 2 (EC 1.1.1.18)	8	7	0	0
Virulence, Disease and Defense	NULL	Streptococcus_pyogenes_Virulome	N protein	43	40	11	11
Carbohydrates	One-carbon Metabolism	Methanogenesis	N(5),N(10)-methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27)	1	0	0	0
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-Acetyl-D-glucosamine ABC transport system ATP-binding protein	8	12	3	3
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-Acetyl-D-glucosamine ABC transport system, permease protein 1	6	6	5	4
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-Acetyl-D-glucosamine ABC transport system, permease protein 2	34	36	5	6
Miscellaneous	Plant-Prokaryote DOE project	COG3533	N-Acetyl-D-glucosamine ABC transport system, sugar-binding protein	163	151	8	6
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)	50	39	5	5
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetyl glucosamine transporter, NagP	17	14	6	4
Stress Response	Oxidative stress	Glutathione_analogs:_mycothiol	N-acetyl-1-D-myo-inosityl-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase MshB	8	1	0	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)	1	1	0	0
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)	44	40	16	14
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_biosynthesis_AAA_pathway_2	N-acetyl-gamma-aminoadipyl-phosphate reductase (EC 1.2.1.-)	2	2	2	1
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	310	289	87	84
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_biosynthesis_AAA_pathway_2	N-acetyl-lysine deacetylase (EC 3.5.1.-)	2	2	0	0
Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	Sulfatases_and_sulfatase_modifying_factor_1	N-acetylgalactosamine 6-sulfate sulfatase (GALNS)	19	17	9	6
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine_and_Galactosamine_Utilization	N-acetylgalactosamine-6-phosphate deacetylase, predicted alternative (EC 3.5.1.25)	1	1	0	0
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59)	10	6	1	1
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine regulated methyl-accepting chemotaxis protein	0	0	4	4
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine related transporter, NagX	18	22	6	6
Miscellaneous	Plant-Prokaryote DOE project	Iojap	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	165	154	68	53
Cell Wall and Capsule	NULL	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	4	3	5	2
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	63	45	6	6
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	0	0	2	2
Carbohydrates	Aminosugars	Chitin_and_N-acetylglucosamine_utilization	N-acetylglucosamine-regulated TonB-dependent outer membrane receptor	0	0	3	3
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetylglutamate synthase (EC 2.3.1.1)	189	169	53	46
Carbohydrates	NULL	Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway	N-acetylhexosamine 1-kinase	6	3	2	2
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-acetylmannosamine kinase (EC 2.7.1.60)	16	13	0	0
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	33	31	0	0
Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis	N-acetylmannosaminyltransferase (EC 2.4.1.187)	2	2	1	1
Cell Wall and Capsule	NULL	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	109	83	36	27
Cell Wall and Capsule	NULL	Murein_Hydrolases	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	254	235	65	51
Cell Wall and Capsule	NULL	Recycling_of_Peptidoglycan_Amino_Acids	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD	6	5	3	4
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-acetylneuraminate lyase (EC 4.1.3.3)	2	2	0	0
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-acetylneuraminate synthase (EC 2.5.1.56)	226	232	47	50
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Arginine_Biosynthesis_extended	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)	44	49	2	2
Miscellaneous	Plant-Prokaryote DOE project	At1g26220_At1g32070	N-acetyltransferase (GNAT) family, Syn7942_0773 homolog, Ycf52 protein	16	13	0	0
Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_in_Yersinia	N-acyl homoserine lactone hydrolase	6	5	2	2
Regulation and Cell signaling	Quorum sensing and biofilm formation	Acyl_Homoserine_Lactone_(AHL)_Autoinducer_Quorum_Sensing_	N-acyl-L-homoserine lactone synthetase RhlL	0	0	1	1
Miscellaneous	NULL	Muconate_lactonizing_enzyme_family	N-acylamino acid racemase	5	3	0	0
Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism	N-acylglucosamine 2-epimerase (EC 5.1.3.8)	10	6	7	10
Nucleosides and Nucleotides	NULL	Hydantoin_metabolism	N-carbamoyl-L-amino acid hydrolase (EC 3.5.1.87)	22	20	0	1
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	N-carbamoylputrescine amidase (3.5.1.53)	41	43	24	25
Amino Acids and Derivatives	NULL	Creatine_and_Creatinine_Degradation	N-carbamoylsarcosine amidase (EC 3.5.1.59)	7	4	3	2
Miscellaneous	Plant-Prokaryote DOE project	Experimental_-_Histidine_Degradation	N-formylglutamate deformylase (EC 3.5.1.68)	20	16	9	8
Nucleosides and Nucleotides	NULL	Hydantoin_metabolism	N-methylhydantoinase (ATP-hydrolyzing) (EC 3.5.2.14)	22	20	7	7
Nucleosides and Nucleotides	NULL	Hydantoin_metabolism	N-methylhydantoinase A (EC 3.5.2.14)	160	139	37	39
Amino Acids and Derivatives	NULL	Creatine_and_Creatinine_Degradation	N-methylhydantoinase B (EC 3.5.2.14)	150	118	40	33
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)	9	10	6	5
Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_Biosynthesis_DAP_Pathway	N-succinyl-L,L-diaminopimelate aminotransferase alternative (EC 2.6.1.17)	107	83	27	24
Clustering-based subsystems	Lysine Biosynthesis	A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	285	289	130	118
RNA Metabolism	RNA processing and modification	rRNA_modification_Archaea	N1-specific pseudouridine methyltransferase NEP1, biosynthesis of m1acp3-psi in 18S/16S rRNA in Eukaryotes and Archaea	2	2	1	0
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global	NAD kinase (EC 2.7.1.23)	300	266	73	73
Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_regulation	NAD synthetase (EC 6.3.1.5)	437	412	117	102
Miscellaneous	Plant-Prokaryote DOE project	COG2509	NAD(FAD)-utilizing dehydrogenase, sll0175 homolog	58	52	16	14
Phosphorus Metabolism	NULL	Phosphate_metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	487	455	131	125
Phosphorus Metabolism	NULL	Phosphate_metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	504	470	174	171
Carbohydrates	CO2 fixation	Calvin-Benson_cycle	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)	1	1	0	0
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	NAD(P)H oxidoreductase YRKL (EC 1.6.99.-)	0	0	1	1
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain 1	59	45	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain 5 (EC 1.6.5.2)	4	3	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2)	47	39	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2)	27	16	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain J (EC 1.6.5.2)	50	41	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase chain K (EC 1.6.5.2)	23	16	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NAD(P)H-quinone oxidoreductase subunit 3 (EC 1.6.5.2)	25	18	0	0
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	NAD-dependent deacetylase (EC 3.5.1.-)	0	0	1	0
Clustering-based subsystems	NULL	CBSS-296591.1.peg.2330	NAD-dependent epimerase/dehydratase	156	147	68	61
Clustering-based subsystems	NULL	CBSS-296591.1.peg.2330	NAD-dependent epimerase/dehydratase family protein	19	17	15	10
Respiration	NULL	Formate_hydrogenase	NAD-dependent formate dehydrogenase (EC 1.2.1.2)	14	15	0	0
Respiration	NULL	Formate_hydrogenase	NAD-dependent formate dehydrogenase alpha subunit	345	326	106	104
Respiration	NULL	Formate_hydrogenase	NAD-dependent formate dehydrogenase beta subunit	40	40	5	6
Respiration	NULL	Formate_hydrogenase	NAD-dependent formate dehydrogenase delta subunit	1	1	1	0
Respiration	NULL	Formate_hydrogenase	NAD-dependent formate dehydrogenase gamma subunit	12	6	6	4
Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	572	535	226	193
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	20	19	34	26
Stress Response	Oxidative stress	Redox-dependent_regulation_of_nucleus_processes	NAD-dependent protein deacetylase of SIR2 family	83	62	36	28
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase hoxS alpha subunit (EC 1.12.1.2)	2	2	2	1
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase subunit HoxE (EC 1.12.1.2)	0	0	2	2
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase subunit HoxF (EC 1.12.1.2)	127	117	53	54
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase subunit HoxH (EC 1.12.1.2)	16	12	9	5
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase subunit HoxU (EC 1.12.1.2)	1	1	3	3
Respiration	Electron donating reactions	Hydrogenases	NAD-reducing hydrogenase subunit HoxY (EC 1.12.1.2)	3	3	4	6
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	NAD-specific glutamate dehydrogenase (EC 1.4.1.2)	43	36	50	46
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large	2	3	0	0
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamate_dehydrogenases	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	5	4	5	2
Carbohydrates	CO2 fixation	Carboxysome	NADH dehydrogenase (EC 1.6.99.3)	144	127	54	36
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase I subunit 4, Involved in photosystem-1 cyclic electron flow	40	41	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase subunit 1	0	0	1	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase subunit 2	63	71	9	9
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase subunit 4 (EC:1.6.99.3)	22	21	50	41
Miscellaneous	Plant-Prokaryote DOE project	At1g10830	NADH dehydrogenase subunit 4, Involved in CO2 fixation	106	103	1	1
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase subunit 4L	10	9	0	0
RNA Metabolism	RNA processing and modification	eukaryotic_rRNA_modification_and_related_functions	NADH dehydrogenase subunit 5	81	73	1	1
Miscellaneous	Plant-Prokaryote DOE project	At1g10830	NADH dehydrogenase subunit 5, Involved in CO2 fixation	48	44	0	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH dehydrogenase, subunit 5	6	8	16	17
Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)	NADH pyrophosphatase (EC 3.6.1.22)	46	44	19	14
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	90	87	51	39
Carbohydrates	Fermentation	Acetone_Butanol_Ethanol_Synthesis	NADH-dependent butanol dehydrogenase A (EC 1.1.1.-)	4	4	5	4
Respiration	Electron donating reactions	Hydrogenases	NADH-reducing hydrogenase maturation factor	0	0	1	1
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	142	106	46	49
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	127	135	65	68
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	279	257	211	202
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	165	176	35	31
Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	YgfZ	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	278	276	135	132
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	356	337	181	166
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain G2 (EC 1.6.5.3)	0	0	1	0
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	209	204	145	126
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	112	97	44	43
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	110	90	59	62
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	122	105	70	68
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	506	449	266	267
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	320	289	128	125
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	235	242	113	105
Respiration	Electron donating reactions	Respiratory_Complex_I	NADH:ubiquinone oxidoreductase 17.2 kD subunit	25	24	12	6
Carbohydrates	Central carbohydrate metabolism	Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	792	754	268	256
Respiration	Electron donating reactions	Hydrogenases	NADP-reducing hydrogenase, subunit C	2	1	1	1
Amino Acids and Derivatives	Glutamine, glutamate, aspartate, asparagine; ammonia assimilation	Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	303	276	69	61
RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine_Biosynthesis	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.-)	56	46	12	9
Miscellaneous	Plant-Prokaryote DOE project	At4g17370	NADPH-dependent aldo-keto reductase, similarity to GRE3, stress-induced in yeast	35	32	11	10
Carbohydrates	Central carbohydrate metabolism	Glycolysis_and_Gluconeogenesis	NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	164	159	39	44
Carbohydrates	Central carbohydrate metabolism	Methylglyoxal_Metabolism	NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	62	57	2	1
Stress Response	Oxidative stress	Glutathione_analogs:_mycothiol	NADPH-dependent mycothiol reductase Mtr	5	7	0	0
