,gene function,organism,oualidia_2_counts,phylum,class,order,family
4439,aromatic acid decarboxylase,Colwellia psychrerythraea 34H,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae
4440,aromatic acid decarboxylase,Shewanella pealeana ATCC 700345,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4441,aromatic amino acid aminotransferase,Dickeya zeae Ech1591,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
4442,arsenate reductas,Shewanella oneidensis MR-1,2,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4443,arsenate reductase,Flavobacteria bacterium MS024-2A,1,Bacteroidetes,Flavobacteriia,,
4444,arsenic (+3 oxidation state) methyltransferase,Alcanivorax borkumensis SK2,2,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
4445,arsenical-resistance protein,Pelobacter propionicus DSM 2379,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
4446,arsenite S-adenosylmethyltransferase,Thioalkalivibrio sp. HL-EbGR7,1,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
4447,aryl-sulphate sulphohydrolase,Maribacter sp. HTCC2170,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4448,arylsulfatase,Bacteroides fragilis YCH46,2,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
4449,arylsulfatase,Bacteroides xylanisolvens SD CC 1b,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
4450,arylsulfatase,Ixodes scapularis,1,Arthropoda,Arachnida,Ixodida,Ixodidae
4451,arylsulfatase,Methanosarcina acetivorans C2A,2,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
4452,arylsulfatase,Photobacterium angustum S14,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4453,arylsulfatase B [precursor,Rhodopirellula baltica SH 1,1,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
4454,arylsulfatase b,Aedes aegypti,1,Arthropoda,Insecta,Diptera,Culicidae
4455,asparaginase,Anaeromyxobacter sp. Fw109-5,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae
4456,asparaginase,Candidatus Solibacter usitatus Ellin6076,1,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae
4457,asparaginase,Shewanella amazonensis SB2B,5,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4458,asparagine synthas,Novosphingobium aromaticivorans DSM 12444,2,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
4459,asparagine synthase,Herpetosiphon aurantiacus ATCC 23779,2,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae
4460,asparagine synthetase,Azoarcus sp. BH72,1,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
4461,asparagine synthetase,Sus scrofa,2,Chordata,Mammalia,,Suidae
4462,asparaginyl-tRNA synthetase,Aggregatibacter actinomycetemcomitans D11S-1,1,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
4463,asparaginyl-tRNA synthetase,Capnocytophaga ochracea DSM 7271,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4464,asparaginyl-tRNA synthetase,Clostridium botulinum E3 str. Alaska E43,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
4465,asparaginyl-tRNA synthetase,Congregibacter litoralis KT71,3,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
4466,asparaginyl-tRNA synthetase,Cyanothece sp. ATCC 51142,2,Cyanobacteria,,Oscillatoriales,Cyanothecaceae
4467,asparaginyl-tRNA synthetase,Flavobacterium johnsoniae UW101,2,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4468,asparaginyl-tRNA synthetase,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,1,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae
4469,asparaginyl-tRNA synthetase,Haemophilus influenzae Rd KW20,2,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
4470,asparaginyl-tRNA synthetase,Hahella chejuensis KCTC 2396,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae
4471,asparaginyl-tRNA synthetase,Leeuwenhoekiella blandensis MED217,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4472,asparaginyl-tRNA synthetase,Shewanella baltica OS185,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4473,asparaginyl-tRNA synthetase,Verrucomicrobiae bacterium DG1235,3,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,
4474,asparaginyl-tRNA synthetase,Vibrio fischeri MJ11,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4475,asparaginyl-tRNA synthetase,Vibrio parahaemolyticus RIMD 2210633,1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4476,asparate kinas,Marinobacter algicola DG893,3,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
4477,aspartate 1-decarboxylase,Frankia sp. CcI3,1,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae
4478,aspartate alpha-decarboxylase,Pseudomonas aeruginosa PAO1,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4479,aspartate alpha-decarboxylase,unidentified eubacterium SCB49,1,,,,
4480,aspartate aminotransferase,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
4481,aspartate aminotransferase,Clavibacter michiganensis subsp. michiganensis NCPPB 382,20,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
4482,aspartate aminotransferase,Labrenzia aggregata IAM 12614,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4483,aspartate aminotransferase,Mycobacterium smegmatis str. MC2 155,1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae
4484,aspartate aminotransferase,Pseudomonas fluorescens SBW25,1,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
4485,aspartate aminotransferase,Roseovarius sp. TM1035,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4486,aspartate aminotransferase,Streptomyces coelicolor A3(2),2,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
4487,aspartate ammonia-lyase,Arcobacter nitrofigilis DSM 7299,1,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae
4488,aspartate ammonia-lyase,Clavibacter michiganensis subsp. sepedonicus,2,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
4489,aspartate ammonia-lyase,Rhodococcus opacus B4,1,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
4490,aspartate carbamoyltransferase,Candidatus Pelagibacter ubique HTCC1002,40,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
4491,aspartate carbamoyltransferase,Geobacter sp. M18,1,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae
4492,aspartate carbamoyltransferase,Octadecabacter antarcticus 238,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4493,aspartate carbamoyltransferase,Thermomonospora curvata DSM 43183,1,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae
4494,aspartate carbamoyltransferase catalytic subunit,Acidovorax citrulli AAC00-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
4495,aspartate carbamoyltransferase catalytic subunit,Pedobacter heparinus DSM 2366,2,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
4496,aspartate carbamoyltransferase catalytic subunit,Streptomyces hygroscopicus ATCC 53653,3,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
4497,aspartate kinas,Cellvibrio japonicus Ueda107,5,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
4498,aspartate kinase,Burkholderia multivorans ATCC 17616,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4499,aspartate kinase,Chthoniobacter flavus Ellin428,1,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
4500,aspartate kinase,Kytococcus sedentarius DSM 20547,1,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae
4501,aspartate kinase,Pirellula staleyi DSM 6068,3,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
4502,aspartate kinase,Rhodococcus equi ATCC 33707,1,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae
4503,aspartate racemase,Burkholderia sp. CCGE1003,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4504,aspartate semialdehyde dehydrogenase,Maricaulis maris MCS10,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
4505,aspartate transaminase,Phaeodactylum tricornutum CCAP 1055/1,1,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae
4506,aspartate transaminase,Sphingobacterium spiritivorum ATCC 33300,1,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
4507,aspartate--tRNA ligase,Eubacterium yurii subsp. margaretiae ATCC 43715,1,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae
4508,aspartate-semialdehyde dehydrogenase,Acidothermus cellulolyticus 11B,1,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae
4509,aspartate-semialdehyde dehydrogenase,Aminobacterium colombiense DSM 12261,1,Synergistetes,Synergistia,Synergistales,Synergistaceae
4510,aspartate-semialdehyde dehydrogenase,Burkholderia sp. CCGE1002,11,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4511,aspartate-semialdehyde dehydrogenase,Dehalococcoides sp. CBDB1,1,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae
4512,aspartate-semialdehyde dehydrogenase,Dinoroseobacter shibae DFL 12,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4513,aspartate-semialdehyde dehydrogenase,Erythrobacter sp. NAP1,1,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae
4514,aspartate-semialdehyde dehydrogenase,Flavobacteria bacterium MS024-3C,1,Bacteroidetes,Flavobacteriia,,
4515,aspartate-semialdehyde dehydrogenase,Flavobacterium johnsoniae UW101,4,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4516,aspartate-semialdehyde dehydrogenase,Mesorhizobium loti MAFF303099,11,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
4517,aspartate-semialdehyde dehydrogenase,Methanosarcina mazei Go1,1,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
4518,aspartate-semialdehyde dehydrogenase,Methylovorus sp. SIP3-4,2,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
4519,aspartate-semialdehyde dehydrogenase,Moraxella catarrhalis RH4,3,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae
4520,aspartate-semialdehyde dehydrogenase,Serratia proteamaculans 568,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
4521,aspartate-semialdehyde dehydrogenase,Streptomyces albus J1074,2,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae
4522,aspartokinase/homoserine dehydrogenase,Dokdonia donghaensis MED134,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4523,aspartyl aminopeptidase,Corynebacterium amycolatum SK46,1,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae
4524,aspartyl-tRNA synthetase,Alcanivorax sp. DG881,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
4525,aspartyl-tRNA synthetase,Burkholderia ambifaria AMMD,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4526,aspartyl-tRNA synthetase,Clavibacter michiganensis subsp. sepedonicus,4,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae
4527,aspartyl-tRNA synthetase,Hyphomonas neptunium ATCC 15444,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae
4528,aspartyl-tRNA synthetase,Legionella pneumophila str. Paris,1,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae
4529,aspartyl-tRNA synthetase,Porphyromonas uenonis 60-3,1,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
4530,aspartyl-tRNA synthetase,Shewanella oneidensis MR-1,1,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4531,aspartyl-tRNA synthetase,Sodalis glossinidius str. ''morsitans'',1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
4532,aspartyl-tRNA synthetase,Spirosoma linguale DSM 74,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
4533,aspartyl-tRNA synthetase,Theileria parva strain Muguga,1,Apicomplexa,Aconoidasida,,Theileriidae
4534,aspartyl-tRNA synthetase,Verrucomicrobium spinosum DSM 4136,1,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae
4535,aspartyl-tRNA synthetase,gamma proteobacterium HTCC5015,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae
4536,aspartyl-tRNA synthetase,unidentified eubacterium SCB49,1,,,,
4537,aspartyl/glutamyl-tRNA amidotransferase subunit A,Candidatus Liberibacter solanacearum CLso-ZC1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae
4538,aspartyl/glutamyl-tRNA amidotransferase subunit A,Desulfohalobium retbaense DSM 5692,1,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae
4539,aspartyl/glutamyl-tRNA amidotransferase subunit A,Dyadobacter fermentans DSM 18053,1,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae
4540,aspartyl/glutamyl-tRNA amidotransferase subunit A,Methylobacillus flagellatus KT,2,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
4541,aspartyl/glutamyl-tRNA amidotransferase subunit A,Mobiluncus mulieris ATCC 35243,2,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae
4542,aspartyl/glutamyl-tRNA amidotransferase subunit A,Pelobacter carbinolicus DSM 2380,2,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae
4543,aspartyl/glutamyl-tRNA amidotransferase subunit A,Roseobacter denitrificans OCh 114,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4544,aspartyl/glutamyl-tRNA amidotransferase subunit B,Halorhodospira halophila SL1,3,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae
4545,aspartyl/glutamyl-tRNA amidotransferase subunit B,Marinomonas sp. MWYL1,1,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
4546,aspartyl/glutamyl-tRNA amidotransferase subunit B,Methylobacillus flagellatus KT,4,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae
4547,aspartyl/glutamyl-tRNA amidotransferase subunit B,Teredinibacter turnerae T7901,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
4548,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,gamma proteobacterium NOR5-3,4,Chordata,Mammalia,Primates,Hominidae
4549,assimilatory nitrate reductase (ferredoxin),Saccharophagus degradans 2-40,1,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
4550,atp-dependent RNA helicase,Thalassiosira pseudonana CCMP1335,1,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
4551,autotransporter-associated beta strand repeat protein,Chthoniobacter flavus Ellin428,1,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae
4552,auxin efflux carrier,Dinoroseobacter shibae DFL 12,2,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4553,auxin efflux carrier,Kribbella flavida DSM 17836,1,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae
4554,axonemal dynein gamma heavy chai,Perkinsus marinus ATCC 50983,1,,,Perkinsida,Perkinsidae
4555,azoreductase,Shewanella loihica PV-4,5,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae
4556,azurin,Leeuwenhoekiella blandensis MED217,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4557,b-glycosyltransferas,Kordia algicida OT-1,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4558,bacA bacteroid development protein,Grimontia hollisae CIP 101886,8,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4559,bacterial Ig-like domain protein,Plesiocystis pacifica SIR-1,2,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae
4560,bacterial translation initiation factor 2 (bif-2),Marivirga tractuosa DSM 4126,1,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae
4561,bacteriochlorophyll/chlorophyll a synthase,Rhodospirillum rubrum ATCC 11170,1,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
4562,bacterioferritin,Bradyrhizobium japonicum USDA 110,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
4563,bacterioferritin,Rhodopirellula baltica SH 1,2,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae
4564,bacterioferritin comigratory protein,Oxalobacter formigenes OXCC13,2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
4565,bacteriophage tail fiber protein (fragment),Bradyrhizobium sp. ORS278,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae
4566,bacteriorhodopsin,alpha proteobacterium HIMB114,27,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae
4567,band 7 protein,Ruminococcus albus 7,1,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
4568,base excision DNA repair protei,Burkholderia pseudomallei Pakistan 9,5,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4569,baseplate hub subunit,Prochlorococcus phage P-SSM2,4,,,Caudovirales,Myoviridae
4570,baseplate hub subunit and tail lysozyme,Aeromonas phage Aeh1,7,,,Caudovirales,Myoviridae
4571,baseplate hub subunit and tail lysozyme,Enterobacteria phage Phi1,2,,,Caudovirales,Myoviridae
4572,basic membrane lipoprotein,Arthrobacter sp. FB24,3,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4573,basic membrane lipoprotein,Comamonas testosteroni KF-1,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae
4574,bax protein,Photobacterium profundum SS9,2,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae
4575,benzoate-coenzyme A ligas,Roseobacter sp. CCS2,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4576,benzoate-coenzyme A ligas,Ruegeria pomeroyi DSS-3,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4577,beta strand repeat-containing protein,Chelativorans sp. BNC1,1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae
4578,beta'' subunit of RNA polymerase,Floydiella terrestris,1,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae
4579,beta-Ig-H3/fasciclin,Rhodobacter sphaeroides 2.4.1,1,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae
4580,beta-N-acetylglucosaminidase,Yersinia pestis Nepal516,1,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae
4581,beta-alanine synthas,Candida dubliniensis CD36,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae
4582,beta-eliminating lyase,Micrococcus luteus SK58,4,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae
4583,beta-galactosidase,Acidothermus cellulolyticus 11B,1,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae
4584,beta-galactosidase,Bacillus megaterium DSM 319,1,Firmicutes,Bacilli,Bacillales,Bacillaceae
4585,beta-galactosidase,Bacteroides sp. D2,1,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
4586,beta-galactosidase,Capnocytophaga sputigena ATCC 33612,1,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
4587,beta-galactosidase,Clostridium thermocellum JW20,2,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae
4588,beta-glucan synthesis-associated protei,Phytophthora infestans T30-4,1,,Oomycetes,Peronosporales,
4589,beta-glucosidas,Ricinus communis,1,Streptophyta,,Malpighiales,Euphorbiaceae
4590,beta-glucosidase,Burkholderia oklahomensis C6786,1,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae
4591,beta-glucosidase,Clostridium hathewayi DSM 13479,1,Firmicutes,Clostridia,Clostridiales,Clostridiaceae
