gene function,organism,counts,oualidia_1_counts
mandelate racemase,Burkholderia multivorans ATCC 17616,1,1
mandelate racemase/muconate lactonizing enzyme,Silicibacter lacuscaerulensis ITI-1157,2,2
mandelate racemase/muconate lactonizing enzyme family protein,Roseomonas cervicalis ATCC 49957,1,1
mandelate racemase/muconate lactonizing enzyme family protein,Roseovarius sp. 217,1,1
mandelate racemase/muconate lactonizing enzyme family protein,Sagittula stellata E-37,1,1
mandelate racemase/muconate lactonizing protein,Pseudomonas fluorescens Pf0-1,1,1
manganese and iron superoxide dismutase,Shewanella putrefaciens 200,1,1
mannitol dehydrogenase-like,Jannaschia sp. CCS1,2,2
mannitol transporter,Candidatus Pelagibacter sp. HTCC7211,19,19
mannitol transporter,Rhodobacteraceae bacterium HTCC2150,4,4
mannitol transporter,Roseobacter sp. AzwK-3b,1,1
mannonate dehydratase,Bacteroides thetaiotaomicron VPI-5482,1,1
mannose-1-phosphate guanylyltransferase,Escherichia coli F11,1,1
mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Burkholderia sp. CCGE1003,1,1
mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Citreicella sp. SE45,1,1
mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Pelodictyon phaeoclathratiforme BU-1,1,1
mannose-6-phosphate isomerase,Roseovarius sp. 217,1,1
mannose-sensitive agglutinin (MSHA) biogenesis protein MshM (pilus type IV),Pseudoalteromonas haloplanktis TAC125,1,1
mannosyl-oligosaccharide,Schizosaccharomyces pombe 972h-,1,1
mannosyl-oligosaccharide glucosidase,Aedes aegypti,1,1
mannosyloligosaccharid alpha-mannosidase,Thalassiosira pseudonana CCMP1335,2,2
mce family protein,Prevotella bryantii B14,1,1
mce-related protei,Roseobacter denitrificans OCh 114,1,1
mechanosensitive ion channel,Vibrio fischeri ES114,1,1
mechanosensitive ion channel family protein,Bacteroides finegoldii DSM 17565,1,1
mechanosensitive ion channel family protein,Clostridium perfringens SM101,1,1
mechanosensitive ion channel family protein,Dokdonia donghaensis MED134,1,1
mechanosensitive ion channel protei,Roseobacter denitrificans OCh 114,1,1
medium-chain-fatty-acid--CoA ligase,Aurantimonas manganoxydans SI85-9A1,2,2
meiotic recombination protein DMC1/LIM15 homolog,Mus musculus,2,2
membrane alanine aminopeptidase,Thalassiosira pseudonana CCMP1335,2,2
membrane fusion efflux protein,Robiginitalea biformata HTCC2501,1,1
membrane or secreted protein,Gramella forsetii KT0803,1,1
membrane protease FtsH catalytic subunit,Methylobacillus flagellatus KT,5,5
membrane protease FtsH catalytic subunit,Shewanella sp. MR-4,2,2
membrane protein,Arthrobacter sp. FB24,1,1
membrane protein,Oceanicaulis sp. HTCC2633,4,4
membrane protein,Prevotella sp. oral taxon 299 str. F0039,1,1
membrane protein,alpha proteobacterium HIMB114,12,12
membrane protein insertas,Allochromatium vinosum DSM 180,1,1
membrane protein insertas,Starkeya novella DSM 506,1,1
membrane protein involved in aromatic hydrocarbon degradation,Thalassiobium sp. R2A62,1,1
membrane spanning protei,Cytophaga hutchinsonii ATCC 33406,1,1
membrane-associated zinc metalloproteas,Marinomonas sp. MED121,1,1
membrane-associated zinc metalloprotease,Desulfomicrobium baculatum DSM 4028,1,1
membrane-associated zinc metalloprotease,Starkeya novella DSM 506,2,2
membrane-bound dehydrogenase domain protein,Pedobacter heparinus DSM 2366,1,1
membrane-bound dehydrogenase domain protein,Pirellula staleyi DSM 6068,2,2
membrane-bound lytic murein transglycosylase,Capnocytophaga sputigena ATCC 33612,1,1
membrane-bound proton-translocating pyrophosphatase,Acidovorax citrulli AAC00-1,1,1
membrane-bound proton-translocating pyrophosphatase,Candidatus Vesicomyosocius okutanii HA,1,1
membrane-bound proton-translocating pyrophosphatase,Novosphingobium aromaticivorans DSM 12444,1,1
membrane-bound proton-translocating pyrophosphatase,Rhodoferax ferrireducens T118,3,3
membrane-like protein,Sphingomonas wittichii RW1,1,1
menaquinol-cytochrome c reductase cytochrome c subunit,Brevibacterium linens BL2,1,1
mercuric reductas,Roseobacter sp. MED193,1,1
metal cation transporter p-type ATPase,Mycobacterium marinum M,2,2
metal dependent phosphohydrolase,Acidovorax sp. JS42,1,1
metal dependent phosphohydrolase,Desulfuromonas acetoxidans DSM 684,1,1
metal dependent phosphohydrolase,Opitutus terrae PB90-1,2,2
metal dependent phosphohydrolase,Ruegeria sp. TM1040,4,4
metal ion transporter,Alcanivorax borkumensis SK2,1,1
metal-activated pyridoxal enzyme,Legionella drancourtii LLAP12,3,3
metal-dependent hydrolase,Bacillus sp. NRRL B-14911,1,1
metal-dependent protein hydrolase,Psychromonas ingrahamii 37,1,1
metal-sulfur cluster biosynthetic enzyme,Flavobacteria bacterium BAL38,1,1
metallo-beta-lactamase family protein,Algoriphagus sp. PR1,1,1
metallo-beta-lactamase family protein,Methylococcus capsulatus str. Bath,1,1
metallo-beta-lactamase family protein,Rhodobacteraceae bacterium HTCC2083,2,2
metallo-beta-lactamase superfamily,Rhodospirillum centenum SW,1,1
metallo-beta-lactamase superfamily protein,Algoriphagus sp. PR1,1,1
metallo-beta-lactamase superfamily protein,Polaribacter irgensii 23-P,1,1
metallo-beta-lactamase/flavodoxin domain-containing protein,Pelobacter propionicus DSM 2379,1,1
metalloendopeptidase PepO,Rhodococcus equi ATCC 33707,2,2
metallopeptidase,Azoarcus sp. BH72,1,1
metallophosphoesterase,Chitinophaga pinensis DSM 2588,1,1
metallophosphoesterase,Opitutus terrae PB90-1,2,2
metalloproteas,Croceibacter atlanticus HTCC2559,2,2
metalloprotease,Aedes aegypti,1,1
metalloprotease FtsH,Parabacteroides distasonis ATCC 8503,1,1
methanol dehydrogenase regulator,Syntrophomonas wolfei subsp. wolfei str. Goettingen,1,1
methanol dehydrogenase regulator,Xanthomonas axonopodis pv. citri str. 306,1,1
methanol dehydrogenase regulatory protein,Cardiobacterium hominis ATCC 15826,1,1
methanol dehydrogenase regulatory protein,Symbiobacterium thermophilum IAM 14863,2,2
methenyltetrahydrofolate cyclohydrolase,Bacteroides fragilis YCH46,1,1
methenyltetrahydrofolate cyclohydrolase,Cytophaga hutchinsonii ATCC 33406,1,1
methenyltetrahydrofolate cyclohydrolase,Methylobacillus flagellatus KT,2,2
methenyltetrahydrofolate cyclohydrolase,Rhodospirillum rubrum ATCC 11170,2,2
methenyltetrahydrofolate cyclohydrolase,Xylanimonas cellulosilytica DSM 15894,3,3
methionine adenosyltransferase,Opitutus terrae PB90-1,2,2
methionine aminopeptidas,Candidatus Pelagibacter sp. HTCC7211,16,16
methionine aminopeptidas,Coraliomargarita akajimensis DSM 45221,3,3
methionine aminopeptidas,Flavobacterium johnsoniae UW101,3,3
methionine aminopeptidas,Hahella chejuensis KCTC 2396,1,1
methionine aminopeptidas,Micromonospora sp. ATCC 39149,2,2
methionine aminopeptidas,alpha proteobacterium HIMB114,13,13
methionine aminopeptidase,Anaeromyxobacter sp. Fw109-5,1,1
methionine aminopeptidase,Kribbella flavida DSM 17836,2,2
methionine aminopeptidase,Pseudomonas putida KT2440,3,3
methionine aminopeptidase,Synechocystis sp. PCC 6803,2,2
methionine biosynthesis protein MetW,Acidovorax citrulli AAC00-1,1,1
methionine biosynthesis protein MetW,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,1,1
methionine gamma-lyase,Chloroflexus sp. Y-400-fl,2,2
methionine sulfoxide reductase A,Nitrococcus mobilis Nb-231,1,1
methionine sulfoxide reductase A,Streptococcus pyogenes MGAS2096,2,2
methionine sulfoxide reductase B,Burkholderia phytofirmans PsJN,1,1
methionine synthase,Homo sapiens,5,5
methionine synthase,Leishmania braziliensis MHOM/BR/75/M2904,1,1
methionine synthase,Marinomonas sp. MWYL1,1,1
methionine synthase,Parvibaculum lavamentivorans DS-1,3,3
methionine synthase,Phytophthora infestans T30-4,2,2
methionine synthase,Streptomyces clavuligerus ATCC 27064,1,1
methionine synthase,Xylanimonas cellulosilytica DSM 15894,12,12
methionine synthase (B12-dependent),Acidothermus cellulolyticus 11B,2,2
methionine synthase (B12-dependent),Pedobacter saltans DSM 12145,2,2
methionine-R-sulfoxide reductase,Burkholderia cenocepacia MC0-3,1,1
methionine-R-sulfoxide reductase,Hyphomicrobium denitrificans ATCC 51888,1,1
methionine-R-sulfoxide reductase,Pantoea sp. At-9b,1,1
methionine-R-sulfoxide reductase,Sanguibacter keddieii DSM 10542,1,1
methionyl-tRNA formyltransferase,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,1,1
methionyl-tRNA formyltransferase,Jannaschia sp. CCS1,1,1
methionyl-tRNA formyltransferase,Janthinobacterium sp. Marseille,1,1
methionyl-tRNA formyltransferase,Vibrio cholerae RC385,1,1
methionyl-tRNA synthetase,Azotobacter vinelandii DJ,1,1
methionyl-tRNA synthetase,Brucella suis 1330,4,4
methionyl-tRNA synthetase,Ehrlichia ruminantium str. Welgevonden,1,1
methionyl-tRNA synthetase,Gluconacetobacter diazotrophicus PAl 5,1,1
methionyl-tRNA synthetase,Ketogulonicigenium vulgare Y25,2,2
methionyl-tRNA synthetase,Magnetospirillum magneticum AMB-1,4,4
methionyl-tRNA synthetase,Marinomonas sp. MWYL1,1,1
methionyl-tRNA synthetase,Oceanicola granulosus HTCC2516,1,1
methionyl-tRNA synthetase,Spirosoma linguale DSM 74,1,1
methionyl-tRNA synthetase,Vibrio cholerae O1 biovar El Tor str. N16961,1,1
methionyl-tRNA synthetase of possible bacterial origi (ISS),Ostreococcus tauri,1,1
methionyl-trna synthetase,Thalassiosira pseudonana CCMP1335,4,4
methoxyneurosporene dehydrogenase,Roseobacter litoralis Och 149,1,1
methyl-accepting chemotaxis protein,Aeromonas salmonicida subsp. salmonicida A449,1,1
methyl-accepting chemotaxis protein,Sanguibacter keddieii DSM 10542,1,1
methyl-accepting chemotaxis protein,Vibrio harveyi ATCC BAA-1116,1,1
methyl-accepting chemotaxis protein,Vibrio orientalis CIP 102891,1,1
methyl-accepting chemotaxis protein,alpha proteobacterium HIMB114,5,5
methyl-accepting chemotaxis sensory transducer,Cyanothece sp. PCC 7425,1,1
methyl-accepting chemotaxis sensory transducer,Flavobacteriales bacterium ALC-1,2,2
methyl-accepting chemotaxis sensory transducer,Shewanella pealeana ATCC 700345,2,2
methyl-accepting chemotaxis sensory transducer,Shewanella woodyi ATCC 51908,1,1
methylated DNA-protein cysteine methyltransferase,Vibrio vulnificus CMCP6,1,1
methylated-DNA--protein-cysteine methyltransferase,Flavobacterium johnsoniae UW101,1,1
methylcitrate synthase,Acinetobacter baumannii AB058,1,1
methylcrotonoyl-CoA carboxylase,Chryseobacterium gleum ATCC 35910,1,1
methylcrotonoyl-CoA carboxylase beta chain,Capnocytophaga sputigena ATCC 33612,1,1
methylcrotonoyl-CoA carboxylase subunit alpha,Silicibacter lacuscaerulensis ITI-1157,2,2
methylmalonate-semialdehyde dehydrogenase,Acidiphilium cryptum JF-5,4,4
methylmalonate-semialdehyde dehydrogenase,Colwellia psychrerythraea 34H,1,1
methylmalonate-semialdehyde dehydrogenase,Kribbella flavida DSM 17836,1,1
methylmalonate-semialdehyde dehydrogenase (acylating) 1,Achromobacter xylosoxidans A8,1,1
methylmalonyl-CoA epimeras,Mus musculus,1,1
methylmalonyl-CoA epimerase,Akkermansia muciniphila ATCC BAA-835,1,1
methylmalonyl-CoA epimerase,Dokdonia donghaensis MED134,1,1
methylmalonyl-CoA epimerase,Rhodobacter sphaeroides ATCC 17025,1,1
methylmalonyl-CoA mutase,Aromatoleum aromaticum EbN1,1,1
methylmalonyl-CoA mutase,Deinococcus radiodurans R1,2,2
methylmalonyl-CoA mutase,Labrenzia aggregata IAM 12614,1,1
methylmalonyl-CoA mutase,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,4,4
methylmalonyl-CoA mutase,Limnobacter sp. MED105,1,1
methylmalonyl-CoA mutase,Paracoccus denitrificans PD1222,4,4
methylmalonyl-CoA mutase,Pelodictyon phaeoclathratiforme BU-1,1,1
methylmalonyl-CoA mutase,Rhodobacteraceae bacterium HTCC2150,1,1
methylmalonyl-CoA mutase,Roseobacter sp. MED193,1,1
methylmalonyl-CoA mutase,Sagittula stellata E-37,1,1
methylmalonyl-CoA mutase,Verminephrobacter eiseniae EF01-2,3,3
methylmalonyl-CoA mutase subunit beta,Bacillus pseudofirmus OF4,1,1
methylthioadenosine phosphorylase,Verrucomicrobium spinosum DSM 4136,1,1
methylthioribose-1-phosphate isomerase,Dinoroseobacter shibae DFL 12,2,2
methyltransferas,Pseudomonas fluorescens Pf0-1,1,1
methyltransferas,Pseudomonas putida KT2440,1,1
methyltransferase,Leptospira biflexa serovar Patoc strain ''Patoc 1 (Ames)'',1,1
methyltransferase,Trichomonas vaginalis G3,2,2
methyltransferase GidB,Thiomicrospira crunogena XCL-2,1,1
methyltransferase SAM dependent,gamma proteobacterium NOR51-B,1,1
methyltransferase small,Natrialba magadii ATCC 43099,1,1
methyltransferase type 11,Candidatus Puniceispirillum marinum IMCC1322,2,2
methyltransferase type 11,Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1,1,1
microcin-processing peptidase 2,Polaromonas sp. JS666,2,2
microsomal delta-4 desaturase,Thalassiosira pseudonana CCMP1335,1,1
microsomal signal peptidase,Thalassiosira pseudonana CCMP1335,2,2
midasi,Aspergillus clavatus NRRL 1,1,1
mitochondrial DEAD box protein,Leishmania infantum JPCM5,1,1
mitochondrial carrier protein,Coprinopsis cinerea okayama7#130,2,2
mitochondrial import inner membrane translocase subunit Tim1,Plasmodium falciparum 3D7,1,1
mitochondrial inner membrane peptidase Atp23,Schizosaccharomyces pombe 972h-,1,1
mitogen-activated protein kinase,Perkinsus marinus ATCC 50983,1,1
mitogen-activated protein kinase 2,Toxoplasma gondii ME49,3,3
mitogen-activated protein kinase 9 isoform beta2,Mus musculus,1,1
mitotic cohesin,Phaeodactylum tricornutum CCAP 1055/1,1,1
mitotic cohesin complex subunit Psm1,Schizosaccharomyces pombe 972h-,5,5
mitotic control protein dis3,Aedes aegypti,1,1
modification methylase (Eco47I,Psychroflexus torquis ATCC 700755,3,3
modification methylase CcrM,Hyphomonas neptunium ATCC 15444,1,1
modular polyketide synthas,Teredinibacter turnerae T7901,1,1
modular polyketide synthase,Saccharopolyspora erythraea NRRL 2338,1,1
molecular chaperone,Volvox carteri f. nagariensis,1,1
molecular chaperone DnaK,Acidovorax sp. JS42,1,1
molecular chaperone DnaK,Bacteroides fragilis NCTC 9343,1,1
molecular chaperone DnaK,Candidatus Phytoplasma mali,1,1
molecular chaperone DnaK,Cytophaga hutchinsonii ATCC 33406,3,3
molecular chaperone DnaK,Granulibacter bethesdensis CGDNIH1,2,2
molecular chaperone DnaK,Jannaschia sp. CCS1,7,7
molecular chaperone DnaK,Janthinobacterium sp. Marseille,2,2
molecular chaperone DnaK,Nitrobacter winogradskyi Nb-255,2,2
molecular chaperone DnaK,Nitrosomonas europaea ATCC 19718,1,1
molecular chaperone DnaK,Photobacterium sp. SKA34,1,1
molecular chaperone DnaK,Pseudomonas mendocina ymp,1,1
molecular chaperone DnaK,Rhodobacter sphaeroides KD131,2,2
molecular chaperone DnaK,Synechococcus sp. CC9311,2,2
molecular chaperone DnaK,Synechococcus sp. WH 7805,1,1
molybdenum cofactor biosynthesis protein A,Alteromonas macleodii ''Deep ecotype'',1,1
molybdenum cofactor biosynthesis protein A,Burkholderia pseudomallei 1710b,1,1
molybdenum cofactor biosynthesis protein A,Candidatus Pelagibacter sp. HTCC7211,23,23
molybdenum cofactor biosynthesis protein A,Jannaschia sp. CCS1,2,2
molybdenum cofactor biosynthesis protein A,Maritimibacter alkaliphilus HTCC2654,1,1
molybdenum cofactor biosynthesis protein A,Methylophaga thiooxidans DMS010,2,2
molybdenum cofactor biosynthesis protein A,Pasteurella multocida subsp. multocida str. Pm70,1,1
molybdenum cofactor biosynthesis protein A,Pseudomonas entomophila L48,2,2
molybdenum cofactor biosynthesis protein A,Pseudomonas syringae pv. syringae B728a,1,1
molybdenum cofactor biosynthesis protein A,Ruegeria pomeroyi DSS-3,1,1
molybdenum cofactor biosynthesis protein A,Sulfitobacter sp. NAS-14.1,1,1
molybdenum cofactor biosynthesis protein A,beta proteobacterium KB13,5,5
molybdenum cofactor biosynthesis protein B,Gluconacetobacter diazotrophicus PAl 5,5,5
molybdenum cofactor biosynthesis protein B,Roseovarius sp. 217,2,2
molybdenum cofactor biosynthesis protein B,Vibrio splendidus LGP32,1,1
molybdenum cofactor biosynthesis protein C,Alteromonadales bacterium TW-7,1,1
molybdenum cofactor biosynthesis protein C,Delftia acidovorans SPH-1,1,1
molybdenum cofactor biosynthesis protein MoaC,Ruegeria sp. TM1040,2,2
molybdenum cofactor biosynthesis protein a,Xanthomonas albilineans,1,1
molybdenum cofactor synthesis domain-containing protein,Marinobacter aquaeolei VT8,1,1
molybdenum cofactorbiosynthesis protein large subunit,Chryseobacterium gleum ATCC 35910,1,1
molybdenum-dependent oxidoreductase iron-sulfur binding subunit,Gramella forsetii KT0803,1,1
molybdopterin binding domain protein,Thalassiobium sp. R2A62,1,1
molybdopterin biosynthesis protein MoeB,Brucella melitensis bv. 1 str. 16M,1,1
molybdopterin biosynthesis protein MoeB,Brucella suis 1330,1,1
molybdopterin biosynthesis protein MoeB,Serratia proteamaculans 568,1,1
molybdopterin biosynthesis; MoeA,Synechocystis sp. PCC 6803,1,1
molybdopterin dependent oxidoreductase,Granulibacter bethesdensis CGDNIH1,14,14
molybdopterin oxidoreductas,Flavobacterium psychrophilum JIP02/86,7,7
molybdopterin oxidoreductas,Rhodopirellula baltica SH 1,1,1
molybdopterin oxidoreductase,Mycobacterium tuberculosis CDC1551,1,1
molybdopterin oxidoreductase,Sulfurospirillum deleyianum DSM 6946,1,1
molybdopterin oxidoredutase membrane subunit,Robiginitalea biformata HTCC2501,3,3
molybdopterin oxidoredutase membrane subunit,Zunongwangia profunda SM-A87,1,1
mono valent cation-transporting P-type ATPase,Nitrosomonas europaea ATCC 19718,2,2
monooxygenase,Mycobacterium abscessus ATCC 19977,1,1
monooxygenase,Mycobacterium smegmatis str. MC2 155,1,1
monooxygenase,Mycobacterium tuberculosis T17,1,1
monosaccharide-transporting ATPase,Marinomonas sp. MWYL1,1,1
monosaccharide-transporting ATPase,Sinorhizobium medicae WSM419,1,1
monosacharide ABC transporter ATP-binding protein,Rhodobacter capsulatus SB 1003,1,1
monovalent cation:proton antiporter-2 (CPA2) family protein,Clostridium botulinum B1 str. Okra,1,1
mosc,Microscilla marina ATCC 23134,1,1
mscs mechanosensitive ion channel,Marivirga tractuosa DSM 4126,1,1
mtLPD1 (mitochondrial lipoamide dehydrogenase 1); ATP binding / dihydrolipoyl dehydrogenase,Arabidopsis thaliana,4,4
mu subunit of clathrin adaptor complex AP3,Thalassiosira pseudonana CCMP1335,2,2
muconate cycloisomerase,Mesorhizobium loti MAFF303099,1,1
muconate lactonizing enzyme,Gemmata obscuriglobus UQM 2246,1,1
multi-drug efflux protein,Yersinia pestis Pestoides F,1,1
multi-sensor hybrid histidine kinase,Allochromatium vinosum DSM 180,2,2
multi-sensor hybrid histidine kinase,Cyanothece sp. PCC 7425,1,1
multi-sensor hybrid histidine kinase,Cyanothece sp. PCC 7822,1,1
multi-sensor hybrid histidine kinase,Desulfomicrobium baculatum DSM 4028,1,1
multi-sensor hybrid histidine kinase,Geobacter lovleyi SZ,1,1
multi-sensor hybrid histidine kinase,Sulfurimonas denitrificans DSM 1251,1,1
multi-sensor signal transduction histidine kinase,Caldicellulosiruptor owensensis OL,1,1
multi-sensor signal transduction histidine kinase,Methylobacillus flagellatus KT,2,2
multi-sensor signal transduction histidine kinase,Planctomyces brasiliensis DSM 5305,1,1
multidrug ABC transporter permease/ATPase,Bdellovibrio bacteriovorus HD100,2,2
multidrug efflux syste,Methylobacterium extorquens DM4,1,1
multidrug resistance protei,Pediculus humanus corporis,1,1
multidrug resistance protein,Entamoeba dispar SAW760,1,1
multidrug resistance protein,Plasmodium falciparum 3D7,1,1
multidrug resistance protein D,Zunongwangia profunda SM-A87,1,1
multidrug resistance protein Nor,Bermanella marisrubri,1,1
multidrug resistance transporte,Coxiella burnetii Dugway 5J108-111,2,2
